事件标题,时间,城市,链接,罪种,置信度
Motorista que causou acidente que matou mãe e filha na avenida Nazaré é condenado a 3 anos e 7 meses,2026-06-18T21:41:03+00:00,PA / Belém / Nazaré,https://g1.globo.com/pa/para/noticia/2026/06/18/motorista-que-causou-acidente-com-mortes-de-mae-e-filha-na-avenida-nazare-e-condenado-a-3-anos-e-7-meses.ghtml,homicidio,95
"VÍDEO: Suspeito de assaltos é atropelado, baleado e preso após troca de tiros com policiais no PI",2026-06-18T21:40:55+00:00,PI / Piripiri / Centro,https://g1.globo.com/pi/piaui/noticia/2026/06/18/suspeito-atropelado-baleado.ghtml,policia,95
"Filha usou R$ 10 mil retirados das contas dos pais idosos para apostas online, diz polícia",2026-06-18T21:39:23+00:00,TO / Paraíso do Tocantins,https://g1.globo.com/to/tocantins/noticia/2026/06/18/filha-usou-r-10-mil-retirados-das-contas-dos-pais-idosos-para-apostas-online-diz-policia.ghtml,fraude,95
"Após assalto, caminhão quebra e quadrilha abandona carga de café de R$ 250 mil no interior de SP",2026-06-18T21:36:29+00:00,SP / Torrinha,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2026/06/18/carga-de-cafe-de-r-250-mil-e-recuperada-apos-quadrilha-fazer-refens-no-interior-de-sp.ghtml,roubo,95
"Do pirarucu ao marabaixo, Rogério Nobre leva a identidade amazônica para as ruas de Macapá",2026-06-18T21:33:25+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/18/do-pirarucu-ao-marabaixo-rogerio-nobre-leva-a-identidade-amazonica-para-as-ruas-de-macapa.ghtml,outros,100
Prefeita de Umbaúba anuncia exonerações após morte de idosa; polícia investiga atuação do médico,2026-06-18T21:29:21+00:00,SE / Umbaúba,https://g1.globo.com/se/sergipe/noticia/2026/06/18/prefeita-de-umbauba-anuncia-exoneracao-de-secretario-da-saude-apos-morte-de-idosa-policia-investiga-atuacao-do-medico.ghtml,homicidio,95
Bebê indígena com bronquiolite é resgatada de helicóptero em aldeia no interior do Acre,2026-06-18T21:27:33+00:00,AC / Santa Rosa do Purus / Aldeia Boa União,https://g1.globo.com/ac/acre/noticia/2026/06/18/bebe-indigena-com-bronquiolite-e-resgatada-de-helicoptero-em-aldeia-no-interior-do-acre.ghtml,policia,95
Dois homens são presos suspeitos de envolvimento na morte de empresário em Petrolina,2026-06-18T21:26:46+00:00,PE / Petrolina / Areia Branca,https://g1.globo.com/pe/petrolina-regiao/noticia/2026/06/18/dois-homens-sao-presos-suspeitos-de-envolvimento-na-morte-de-empresario-em-petrolina.ghtml,homicidio,95
Dois homens são presos suspeitos de envolvimento na morte de empresário em Petrolina - G1,2026-06-18T21:26:46+00:00,PE / Petrolina,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQVGQyZWc0eWhVVHp1Y1ZLa1Jwd0FTWEtzMktDYUkwMXQ0TnJteWFFMUQyTU80NEJKRUkyTHdfQ2RYakJwZERCa2VHWFdnZE5URGRGYW5CdkMtQWwycmZyWDRpZFhaNHB1eE9OazdLVVF1NzZVVlM0YzktakVxWUtMS3pPOGJKVGJKWXNQZmw1clhLR3ViMzRjXy1WMkdBekprdkRyYTRQaThPVDhFczRxbmxVWmxvY1djbjVQWGh4U1F3Vzl5TFpVRDk5UGstYm1KbHJkSEo4NlZVeEY5ZTRwYzFSTEHSAfMBQVVfeXFMTzdQNWcwV1dXZUctNVkzbXlLclQtalpUOHBiSDFzZlVhaW9xR0E4QkNRdnZJQVJWWmhVeE5udG9JbW9QTkpweEJwWWRhS0M5NTFGSTFfMlVBbUswdmNxbXJJMVVpc2VuQ28xdHBBbDRBSWRVLXdtRjQxd2xNT2dRWjdMSzNyc1NfRHIxMUlGdUU1MnREV1ZTOWJtaklnSll2Y0gxaG9BVlJHMFYyV1JpSzRsd1FoX2REVHFlQzNvRFdOd2RVYUNFQmlhT053VUZXQ28wLXVic1hZTXZfbDVYejBfZnZtYWJ2eU1rTVZjMmRzYkE0?oc=5,homicidio,100
Suspeito de importunar manicure em Rondonópolis (MT) tem prisão preventiva decretada pela Justiça,2026-06-18T21:24:26+00:00,MT / Rondonópolis,https://g1.globo.com/mt/mato-grosso/noticia/2026/06/18/suspeito-de-importunar-manicure-em-rondonopolis-mt-tem-prisao-preventiva-decretada-pela-justica.ghtml,estupro,90
Foragido da Justiça do Paraná que estava na lista dos mais procurados do Brasil é preso com documento falso no Espírito Santo,2026-06-18T21:16:01+00:00,ES / Vila Velha,https://g1.globo.com/pr/parana/noticia/2026/06/18/foragido-lista-dos-mais-procurados-do-brasil-e-preso.ghtml,fraude,85
Sebrae/CE participa mais uma vez da realização da PEC Brasil 2026,2026-06-18T21:15:08+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/especial-publicitario/sebrae-ceara/inovacao-e-negocios/noticia/2026/06/18/sebraece-participa-mais-uma-vez-da-realizacao-da-pec-brasil-2026.ghtml,outros,80
Relógio de R$ 28 mil: MP descarta furto em Viracopos e encaminha caso de influenciadora para Recife,2026-06-18T21:15:02+00:00,PE / Recife,https://g1.globo.com/sp/campinas-regiao/noticia/2026/06/18/relogio-de-r-28-mil-mp-descarta-furto-em-viracopos-e-encaminha-caso-de-influenciadora-para-recife.ghtml,fraude,85
Homem é encontrado morto em rio 2 dias após fugir de cerco policial em MS,2026-06-18T21:14:01+00:00,MS / Coxim / Barranqueira,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/18/homem-e-encontrado-morto-em-rio-2-dias-apos-fugir-de-cerco-policial-em-ms.ghtml,homicidio,95
Suspeitos de extorquir mulher e causar prejuízo de R$ 600 mil são presos em operação na Bahia,2026-06-18T21:13:01+00:00,BA / Valença,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2026/06/18/suspeitos-de-extorquir-mulher-e-causar-prejuizo-sao-presos-em-valenca.ghtml,policia,90
"Criança de 10 anos, natural do Suriname, morre em Canela e casal com guarda provisória é preso por suspeita de tortura",2026-06-18T21:11:23+00:00,RS / Canela,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/18/crianca-natural-suriname-morre-canela-casal-preso-suspeita-tortura.ghtml,homicidio,100
Aegea RO participa do 6º Seminário Nacional de Práticas Comerciais em Saneamento,2026-06-18T21:00:53+00:00,BA / Salvador,https://g1.globo.com/ro/rondonia/especial-publicitario/aguas-de-ariquemes/aguas-de-ariquemes/noticia/2026/06/18/aegea-ro-participa-do-6o-seminario-nacional-de-praticas-comerciais-em-saneamento.ghtml,outros,100
Volta Redonda promove mutirão de emprego para pessoas com deficiência na sexta-feira,2026-06-18T20:59:00+00:00,RJ / Volta Redonda / Retiro,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/18/volta-redonda-promove-mutirao-de-emprego-para-pessoas-com-deficiencia-na-sexta-feira.ghtml,outros,100
"Unidade especializada de SP detecta 69 mil contas suspeitas de lavagem com R$ 9,6 bi",2026-06-18T17:57:00-03:00,SP / São Paulo,https://redir.folha.com.br/redir/online/cotidiano/rss091/*https://www1.folha.uol.com.br/cotidiano/2026/06/unidade-especializada-de-sp-detecta-69-mil-contas-suspeitas-de-lavagem-com-r-96-bi.shtml,policia,85
Fórum de Guarulhos reforça segurança para júri do caso Gritzbach e suspende outras audiências a partir do dia 22,2026-06-18T20:54:56+00:00,SP / Guarulhos,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/18/forum-de-guarulhos-reforca-seguranca-para-juri-do-caso-gritzbach-e-suspende-outras-audiencias-a-partir-do-dia-22.ghtml,homicidio,100
Polcia Civil prende suspeito pela morte de PM em roubo de bicicleta na zona leste de SP,2026-06-18T17:51:00-03:00,SP / São Paulo / Zona Leste,https://redir.folha.com.br/redir/online/cotidiano/rss091/*https://www1.folha.uol.com.br/cotidiano/2026/06/policia-civil-prende-suspeito-pela-morte-de-pm-em-roubo-de-bicicleta-na-zona-leste-de-sp.shtml,homicidio,95
Homem abandona 7 cães na entrada do Madureira Shopping; polícia investiga caso,2026-06-18T20:50:58+00:00,RJ / Rio de Janeiro / Madureira,https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/06/18/homem-abandona-7-caes-na-entrada-do-madureira-shopping-policia-investiga-caso.ghtml,outros,95
Leônidas Oliveira destaca FestMalhas por unir criatividade e identidade,2026-06-18T20:49:11+00:00,MG / Jacutinga,https://g1.globo.com/mg/sul-de-minas/especial-publicitario/festmalhas-jacutinga/festmalhas-jacutinga/noticia/2026/06/18/leonidas-oliveira-destaca-festmalhas-por-unir-criatividade-e-identidade.ghtml,outros,100
Detran-RJ interdita ferro-velho irregular em Barra Mansa,2026-06-18T20:48:05+00:00,RJ / Barra Mansa,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/18/detran-rj-interdita-ferro-velho-irregular-em-barra-mansa.ghtml,veiculo,95
"Ônibus escolar sem bancos, enferrujado e sujo: pais denunciam condições e estudantes deixam de ir para a escola no ES",2026-06-18T20:47:28+00:00,ES / Montanha / Assentamento Oziel Alves,https://g1.globo.com/es/espirito-santo/norte-noroeste-es/noticia/2026/06/18/onibus-escolar-sem-bancos-enferrujado-e-sujo-pais-denunciam-condicoes-de-transporte-de-estudantes-no-es.ghtml,menor,85
Homem joga panela de feijão quente na esposa e é preso por violência doméstica no Sertão da Paraíba,2026-06-18T20:40:39+00:00,PB / Princesa Isabel,https://g1.globo.com/pb/paraiba/noticia/2026/06/18/homem-joga-panela-de-feijao-quente-em-esposa-e-e-preso-por-violencia-domestica-no-sertao-da-paraiba.ghtml,violencia,95
Acusado de matar homem com 12 tiros é condenado a 16 anos de prisão em São José dos Campos,2026-06-18T20:39:40+00:00,SP / São José dos Campos,https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2026/06/18/acusado-de-matar-homem-com-12-tiros-e-condenado-a-16-anos-de-prisao-em-sao-jose-dos-campos.ghtml,homicidio,100
Homem é preso durante operação contra o tráfico de drogas em Salvador; mesma ação prendeu 5 pessoas no interior da Bahia,2026-06-18T20:36:55+00:00,BA / Salvador / Federação,https://g1.globo.com/ba/bahia/noticia/2026/06/18/homem-e-preso-em-salvador.ghtml,trafico,95
MP recorre contra soltura de mecânico preso por agressão contra esposa em Teresina; vídeo mostra socos na vítima,2026-06-18T20:36:14+00:00,PI / Teresina / Dirceu,https://g1.globo.com/pi/piaui/noticia/2026/06/18/mp-mecanico-esposa-teresina.ghtml,violencia,95
Polícia prende investigado por tentativa de feminicídio em São Gonçalo - A Tribuna RJ,2026-06-18T20:30:00+00:00,RJ / São Gonçalo,https://news.google.com/rss/articles/CBMirAFBVV95cUxNeHN2OTRBSjh2ZmJQQlBJVkw0YUx2SEF5ZmItdmVKMkpUNGJQRm5qNjJYWjZELXV4NWQzMDc2SFgwUlhHVjR6dzkwQzRlcWs1MzBTQ3lGc3RkV015YkQwR0xDLWlRSFFvX0VjS2JoOUlyRXFFbzBtaFowQ3FRbjl5YUFuMXRXempKanBDNllsWlFtbGJOX2tNanVLcXJydk0xVThEM19UUEEwb0Iz?oc=5,policia,85
Investigação revela plano de Deolane Bezerra para lavar dinheiro do PCC em Dubai,2026-06-18T20:26:45+00:00,SP / São Paulo,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/18/investigacao-revela-plano-de-deolane-bezerra-para-lavar-dinheiro-do-pcc-em-dubai.ghtml,fraude,95
Polícia de Catanduva prende suspeitos que se passavam por funcionários de plano de saúde e enganavam idosos para coletar dados e biometria,2026-06-18T20:25:02+00:00,SP / Catanduva,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/18/policia-de-catanduva-prende-quadrilha-que-aplicava-golpe-em-idosos.ghtml,fraude,90
Papa dá novo passo para tornar santo padre que atuou em Manhumirim e fundou 3 congregações em MG,2026-06-18T20:23:17+00:00,MG / Manhumirim,https://g1.globo.com/mg/vales-mg/noticia/2026/06/18/papa-da-novo-passo-para-tornar-santo-padre-que-atuou-em-manhumirim-e-fundou-3-congregacoes-em-mg.ghtml,outros,100
STJ manda soltar professor de Direito suspeito de 12 crimes sexuais contra 10 mulheres no RS,2026-06-18T20:21:37+00:00,RS / Porto Alegre,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/18/professor-direito-suspeito-estupro-mulheres-rs.ghtml,estupro,100
"Semana do Meio Ambiente em Ariquemes é marcada por palestras, trilha e limpeza",2026-06-18T20:18:46+00:00,RO / Ariquemes,https://g1.globo.com/ro/rondonia/especial-publicitario/aguas-de-ariquemes/aguas-de-ariquemes/noticia/2026/06/18/semana-do-meio-ambiente-em-ariquemes-e-marcada-por-palestras-trilha-e-limpeza.ghtml,outros,100
Sebrae/CE divulga seleção para Analista Técnico I com salário de R$ 7 mil,2026-06-18T20:17:29+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/especial-publicitario/sebrae-ceara/inovacao-e-negocios/noticia/2026/06/18/sebraece-divulga-selecao-para-analista-tecnico-i-com-salario-de-r-7-mil.ghtml,outros,95
"Homem é baleado ao chegar para trabalhar em obra na Savassi, em BH; câmeras registram ataque",2026-06-18T20:16:54+00:00,MG / Belo Horizonte / Savassi,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/18/homem-e-baleado-ao-chegar-para-trabalhar-em-obra-no-bairro-lourdes-em-bh-cameras-registram-ataque.ghtml,violencia,90
Advogada reencontra 'fada madrinha' que a presenteou com mochila há mais de 20 anos no ES,2026-06-18T20:10:46+00:00,ES / Vila Velha,https://g1.globo.com/es/espirito-santo/noticia/2026/06/18/advogada-reencontra-fada-madrinha-que-a-presenteou-com-mochila-ha-mais-de-20-anos-no-es.ghtml,outros,100
Organização criminosa tem R$ 2 milhões bloqueados; suspeita é de clonagem de telefones e invasão de contas digitais,2026-06-18T20:09:11+00:00,MG / Frutal,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/18/organizacao-criminosa-tem-r-2-milhoes-bloqueados-em-mg-suspeita-e-de-clonagem-de-telefones-e-invasao-de-contas-digitais.ghtml,fraude,95
Casal vira réu no caso de jovem morta por dançar perto de homem em distribuidora,2026-06-18T20:07:07+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/18/casal-vira-reu-pela-morte-de-jovem-por-dancar-perto-de-homem-em-distribuidora.ghtml,homicidio,100
"Polícia identifica 'central de monitoramento clandestina' de câmeras usadas por facções, na PB",2026-06-18T20:06:33+00:00,PB / João Pessoa,https://g1.globo.com/pb/paraiba/noticia/2026/06/18/policia-identifica-central-de-monitoramento-clandestina-de-cameras-usadas-por-faccoes-na-pb.ghtml,policia,95
Empreendedorismo feminino impulsiona a história e o sucesso da FestMalhas,2026-06-18T20:03:44+00:00,MG / Jacutinga,https://g1.globo.com/mg/sul-de-minas/especial-publicitario/festmalhas-jacutinga/festmalhas-jacutinga/noticia/2026/06/18/empreendedorismo-feminino-impulsiona-a-historia-e-o-sucesso-da-festmalhas.ghtml,outros,100
Homem condenado por tráfico de drogas é preso em Orocó após ação da Polícia Civil e FICCO,2026-06-18T20:00:25+00:00,PE / Orocó,https://g1.globo.com/pe/petrolina-regiao/noticia/2026/06/18/homem-condenado-por-trafico-de-drogas-e-preso-em-oroco-apos-acao-da-policia-civil-e-ficco.ghtml,policia,95
Mais de 20 kg de maconha são apreendidos após perseguição e troca de tiros entre Timon e Caxias; droga tinha Teresina como destino,2026-06-18T19:57:07+00:00,MA / Timon,https://g1.globo.com/pi/piaui/noticia/2026/06/18/mais-de-20-kg-de-maconha-sao-apreendidos.ghtml,trafico,95
"Lamborghini, Camaro, joias e imóveis somam cerca de R$ 10 milhões em bens alvo de operação contra lavagem de dinheiro em SE",2026-06-18T19:46:18+00:00,SE / Estância / Praia da Caueira,https://g1.globo.com/se/sergipe/noticia/2026/06/18/lamborghini-camaro-joias-e-casas-somam-cerca-de-r-10-milhoes-em-bens-apreendidos-durante-operacao-em-sergipe.ghtml,policia,95
Produção audiovisual abre seleção remunerada para figurantes em Belém,2026-06-18T19:46:11+00:00,PA / Belém,https://g1.globo.com/pa/para/noticia/2026/06/18/veja-servicos-e-oportunidades-em-junho-de-2026-no-para.ghtml,outros,90
Filho é preso por deixar mãe aposentada que ganha R$ 16 mil passar fome em Maceió,2026-06-18T19:46:10+00:00,AL / Maceió / Poço,https://g1.globo.com/al/alagoas/noticia/2026/06/18/filho-e-preso-por-deixar-mae-aposentada-que-ganha-r-16-mil-passar-fome-em-maceio.ghtml,violencia,85
Abertura da FestMalhas 2026: Feira é protagonista da moda e da economia mineira,2026-06-18T19:42:59+00:00,MG / Jacutinga,https://g1.globo.com/mg/sul-de-minas/especial-publicitario/festmalhas-jacutinga/festmalhas-jacutinga/noticia/2026/06/18/abertura-da-festmalhas-2026-feira-e-protagonista-da-moda-e-da-economia-mineira.ghtml,outros,100
Pouso Alegre lidera crimes cibernéticos no Sul de MG em 2026 com média de 10 casos por dia,2026-06-18T19:42:41+00:00,MG / Pouso Alegre,https://g1.globo.com/mg/sul-de-minas/noticia/2026/06/18/pouso-alegre-lidera-crimes-ciberneticos-no-sul-de-mg-em-2026-com-media-de-10-casos-por-dia.ghtml,fraude,100
Três mulheres são presas em flagrante em operação contra tráfico de drogas na Bahia,2026-06-18T19:41:10+00:00,BA / Barro Preto,https://g1.globo.com/ba/bahia/noticia/2026/06/18/mulheres-sao-presas-em-barro-preto.ghtml,trafico,95
"Polícia vai pedir exame de sanidade mental de genro que confessou assassinato da sogra em Sertãozinho, SP",2026-06-18T19:40:35+00:00,SP / Sertãozinho,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2026/06/18/policia-vai-pedir-exame-de-sanidade-mental-de-genro-que-confessou-assassinato-da-sogra-em-sertaozinho-sp.ghtml,homicidio,100
Personal trainer e engenheiro são presos por suspeita de lavagem de dinheiro para facção,2026-06-18T19:37:18+00:00,CE / Sobral,https://g1.globo.com/ce/ceara/noticia/2026/06/18/personal-trainer-e-engenheiro-sao-presos-por-suspeita-de-lavagem-de-dinheiro-para-faccao.ghtml,faccao,95
VÍDEO: agulha é encontrada em carne servida no Restaurante Universitário da Ufes em Vitória,2026-06-18T19:36:56+00:00,ES / Vitória / Goiabeiras,https://g1.globo.com/es/espirito-santo/noticia/2026/06/18/video-agulha-e-encontrada-em-porcao-de-carne-servida-no-restaurante-universitario-da-ufes-em-vitoria.ghtml,outros,100
Advogado de MT que virou réu por atropelar e matar pedestre segue ativo na OAB,2026-06-18T19:35:16+00:00,MT / Várzea Grande,https://g1.globo.com/mt/mato-grosso/noticia/2026/06/18/advogado-de-mt-que-virou-reu-por-atropelar-e-matar-pedestre-segue-ativo-na-oab.ghtml,homicidio,95
Justiça proíbe ação policial sem ordem judicial em área ocupada por indígenas em Amambai,2026-06-18T19:33:24+00:00,MS / Amambai / Fazenda Limoeiro,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/18/justica-proibe-acao-policial-sem-ordem-judicial-em-area-ocupada-por-indigenas-em-amambai.ghtml,outros,85
"Homem com mandado de prisão por roubo qualificado é preso no Bairro Interlagos, em Cascavel - CGN",2026-06-18T19:26:00+00:00,PR / Cascavel / Interlagos,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPaGhTbENIb3pBTy1ESTVOdXR5eWlFVk1hYzRITzJpQWd3X3RjYXBWN2RJSmNmZW5xX09nUE02ajBRQnhCak1DbGdyY3JWN09IUVNIcFZKdnFFZW54aHF6WFB3NmRwYnl5Uy1ZRkJEUExfb3VjZFBvNDQzbm5IYzdEa0Fxd2pjT3dqWjh2UFhQNkRoRGxqb0s1NGFLSlJMN2FKd0sxeGJ2WTRhUUFUTXR0dFoyQ1YwVmc5cXhCMmx6QWNyakHSAcgBQVVfeXFMTnFfakdRUFhTUThUTEJDSlo0cEh5ekpqanVucjNCc2FhdGNaYWk1aWFDak9IS2JCb2cya09Zak9RVndfNHlESmFSVUlJRU5oOWt6RHU5eUxyWjZSeWtfa2xOeXlhYkg2TFR1Y05wOUpYYXBma0ZGcGQ1MGJrQXZqX0ZMOUNhdVBLSkJvdHRRQWdvYzBYbkhyZmRkMEFrbFZnYVRJRG51MFZ6UldZaGtLU3o2cEhhLVEweDE2X3J3b2VyZ1hINV9wREw?oc=5,policia,100
Santuário de MT se prepara para receber elefanta 'Baby' 2 anos após fechamento de zoológico no Beto Carrero,2026-06-18T19:24:39+00:00,SC / Penha,https://g1.globo.com/mt/mato-grosso/noticia/2026/06/18/santuario-de-mt-se-prepara-para-receber-elefanta-baby-2-anos-apos-fechamento-de-zoologico-no-beto-carrero.ghtml,outros,100
Três pessoas morrem após colisão entre caminhonete e carreta na BR-110,2026-06-18T19:24:19+00:00,BA / Catu,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2026/06/18/pessoas-morrem-apos-colisao-em-catu.ghtml,homicidio,95
"Maringá registra queda de 42% nas ocorrências de roubo em 2026, mostram dados da SESP - Maringá Post",2026-06-18T19:04:00+00:00,PR / Maringá,https://news.google.com/rss/articles/CBMivwFBVV95cUxOMHVRbjBIQXZBXzhrWVdZNU8tX1RZYWFGWnFFaEZJTllKNmlrdks2amV3TGYzQ19GM01BM0k3WlB4QTJNU0lQT2Fwamkzc3Q3Sk92WDBYMXZFLVB2WC1yUnZXR19NdFhGRlFLODdnQUZBWXJYYW1zcXUwR080ajUzRkExVE1laS1xa2FmcDZnMFpxeFAwSVNDZWh1amxWU280eWhvNUdEZzdFMlpEOE5LZ19zazBET09seTBqOGpjTQ?oc=5,roubo,100
Como Varginha abraça o mundo?,2026-06-18T18:55:02+00:00,MG / Varginha,https://g1.globo.com/mg/sul-de-minas/especial-publicitario/prefeitura-de-varginha/noticia/2026/06/18/como-varginha-abraca-o-mundo.ghtml,outros,95
Polícia apreende ouro sem origem comprovada e prende suspeito durante operação em Manaus,2026-06-18T18:53:53+00:00,AM / Manaus / Centro,https://g1.globo.com/am/amazonas/noticia/2026/06/18/policia-apreende-ouro-sem-origem-comprovada-e-prende-suspeito-durante-operacao-em-manaus.ghtml,policia,95
PF prende homem denunciado por roubo e extorsão a ex-vice-governador de MG,2026-06-18T18:53:07+00:00,MG / Ribeirão das Neves,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/18/pf-prende-homem-denunciado-por-roubo-e-extorcao-a-ex-vice-governador-de-mg.ghtml,policia,95
Homem é preso por suspeita de extorquir comerciantes e moradores em Fortaleza,2026-06-18T18:51:03+00:00,CE / Fortaleza / Antônio Bezerra,https://g1.globo.com/ce/ceara/noticia/2026/06/18/homem-e-preso-por-suspeita-de-extorquir-comerciantes-e-moradores-em-fortaleza.ghtml,policia,85
Operação cumpre mandados e prende homem em flagrante em Pio XII,2026-06-18T18:46:54+00:00,MA / Pio XII / Cordeiro,https://g1.globo.com/ma/maranhao/noticia/2026/06/18/operacao-cumpre-mandados-e-prende-homem-em-flagrante-em-pio-xii.ghtml,policia,95
"Polícia Civil cumpre mandado e sequestra bens em investigação sobre crime tributário de R$ 2,5 milhões - o rio branco",2026-06-18T18:46:06+00:00,AC / Rio Branco,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNaERRWlhka3hTRWx3Q05STUJDUDRjZlJxSFRHcy1OWVUyaVdKN2gtWFhsZTFZMEJlMWlQTlpUU1Z1RHZjZnZtTW5ISGVaZXBZd200Z2VzVm02NU10aGpVY0JlekQ3MklhRERSTkdqUnJYVmZISkZFemM5ZzNPaEhkYnRyMEoydUYzNmkzMVlFMWxSc01qN2U0ZG1xQ0ZxdTZnZmU3MnRzOTA3S2ZGMzJLeDB0YWh0aFZybmkwMGxVekp2Zw?oc=5,fraude,95
Polícia prende suspeitos de roubo de cabos que causou prejuízo de R$ 19 mil em Ibiporã - Bonde | O seu portal de notícias,2026-06-18T18:38:00+00:00,PR / Ibiporã,https://news.google.com/rss/articles/CBMixwFBVV95cUxPeXM0STVfVjlHX1ZOUWxjZXlBX1N0X3ByTW55eFl0dVA2MmJ4TEVhSzFpUjN0QXpMWFk4YkhhN2JqRExmUnVvMG93M1U2T28zcGFZaHRCSUF0My1BYkdUVDBDLWprdk1LTTkyZ1lhVndHMDJHMldxczRwVkE0Y2tYMDVmSkpvalVKTDJ5TmJqdWRwTU9Ka0dYQUpPaEdFMm5hVkRUVmxWaDBBcHU1Q1d1dnlHX2U0SXhmS01zTExKSDVnSGVONkpj?oc=5,policia,85
Suspeito de agredir companheira com socos e tentar estrangulá-la é preso no Centro-Sul do PI,2026-06-18T18:37:42+00:00,PI / Picos,https://g1.globo.com/pi/piaui/noticia/2026/06/18/suspeito-agredir-companheira-preso-picos.ghtml,violencia,95
Transporte coletivo volta a operar em Itaperuna após acordo emergencial,2026-06-18T18:35:08+00:00,RJ / Itaperuna,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/18/transporte-coletivo-volta-a-operar-em-itaperuna-apos-acordo-emergencial.ghtml,outros,100
Ações da Braskem despencam em meio a impasse com credores e novos riscos judiciais em Alagoas,2026-06-18T18:33:06+00:00,AL / Maceió,https://g1.globo.com/economia/noticia/2026/06/18/impasse-credores-riscos-judiciais-acoes-braskem.ghtml,outros,95
PF faz operação contra abuso sexual infantil e prende homem em flagrante no interior de MG,2026-06-18T18:28:59+00:00,MG / Capelinha,https://g1.globo.com/mg/vales-mg/noticia/2026/06/18/pf-faz-operacao-contra-abuso-sexual-infantil-e-prende-homem-em-flagrante-no-interior-de-mg.ghtml,policia,95
Suspeito de importunação sexual contra jornalista e influenciadora na orla de Cabedelo é preso,2026-06-18T18:25:58+00:00,PB / Cabedelo / Orla,https://g1.globo.com/pb/paraiba/noticia/2026/06/18/suspeito-tentativa-estupro-jornalista-orla-cabedelo-preso.ghtml,estupro,100
Delegado cita arrependimento de filhos que confessaram assassinato do pai em Frei Paulo,2026-06-18T18:25:12+00:00,SE / Frei Paulo,https://g1.globo.com/se/sergipe/noticia/2026/06/18/delegado-cita-arrependimento-de-filhos-que-confessaram-assassinato-do-pai-em-frei-paulo.ghtml,homicidio,100
"Dentista causou lesões gravíssimas a pacientes com procedimentos estéticos, conclui polícia",2026-06-18T18:14:23+00:00,GO / Goiânia,https://g1.globo.com/go/goias/noticia/2026/06/18/dentista-causou-lesoes-gravissimas-a-pacientes-com-procedimentos-esteticos-conclui-policia.ghtml,violencia,90
"'Fica vivo, respira, por favor', diz PM após atirar e matar homem que se rendia após briga de trânsito",2026-06-18T18:13:12+00:00,SP / São Paulo / Jardim Pirituba,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/18/fica-vivo-respira-por-favor-diz-pm-apos-atirar-e-matar-homem-que-se-rendia-apos-briga-de-transito.ghtml,homicidio,100
"Motocicleta é furtada no bairro Santo André, em BH - Rádio Itatiaia",2026-06-18T18:10:07+00:00,MG / Belo Horizonte / Santo André,https://news.google.com/rss/articles/CBMinAFBVV95cUxPM0otOHVXdW1TMmZrdnJ2aks4UWpHLU9CRDlxN2NpSlNLRkpUM3JBT0dTbVd0VVdqTU1ZdWVzZ054S1FxckdIckZzY2dOMzlyYk01UGJfTkRUSXczZ1kyTnlzZ24xV0FfdTJXMnBQWnZCUXhjMmtpUTF3LUMzWGJtV0swTjNnYW1jVURDZGJ2UUFsbWx5NmdqR1pDN2g?oc=5,furto,100
Trio é preso e 10 veículos carregados com mercadorias contrabandeadas são apreendidos em Jales,2026-06-18T18:08:52+00:00,SP / Jales,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/18/trio-e-preso-e-10-veiculos-carregados-com-mercadorias-contrabandeadas-sao-apreendidos-em-jales.ghtml,fraude,80
